Numkeys;NumWrites;NumThread;NumNodes;Warehouses;Parallelism;Throughput;WriteThroughput;ReadThroughput;AbortRate;TASRtt;AvgPrepare;ClosedAcf;AlternativeAcf;AlternativeAcfFromPrepare;OpenAcf;AlternativeOpenAcf;ExecNoCont(S);ExecNoCont(R);ReadOnly(S);ReadOnly(R);OOBPrepare(S);OOBCommit(S);OOBRollback(S);CoordinatorCommitTime(S);CPUUsage;MemoryUsage;ApproxTurnaroundTime;2PCBytes(Prep+Comm);TxNetThroughput;ByteNetThroughput;CommitCommandTime;LocalHoldTime;RemoteHoldTime;SuxLocalHoldTime;SuxRemoteHoldTime;WrTxAbortProbability;TotalAbortProbability;WriteCommitProbability;TotalCommitProbability;PrepareProbability;PCoher;LocalLocalConflict;LocalRemoteConflict;reverseGeometricLocalAbortProbability;prepareProbFromGeometricLocalAbortProb;failureProb;TotalReincarnations;Reincarnations;SubReincarnations;UsedACF;predTh;predWTh;predRTh;predAbortProb;predWAbortProb;predWrPrepareProb;predWrGlobalOkToCommitProb;predLocalAbortProbability;predTotalIncarnations;predSubIncarnations;predIncarnations;predTasRtt;predCommitTime;writePercentage;ExecNoContR;ReadOnlyR;UpdateCommitCommandR;ReadOnlyCommitS;CpuU;NetU;LocalHoldTime;RemoteHoldTime;SuxLocalHoldTime;SuxRemoteHoldTime;ReplayR;RollbackR;PredSuxUpdateTxR;Correction;WrCorrection;ValidatedCorrection;CorrectedOutput;
5343.0;4.0;5.0;4.0;32.0;20.0;1635.0763949260772;768.021064501704;867.0553304243731;74.9145226740585;3735103.0;3888972.75;6.551298884936713E-4;6.218682948631893E-4;6.038024853967321E-4;5.721366290184052E-4;7.257664659794273E-4;104867.0;111189.0;1.525743775E7;1.8362E7;385288.5;146375.75;229143.5;316121.25;0.6413626893414057;1.2197218274338028E10;3846292.0;3097.25;799.6567019500774;7430210.1603446305;1130080.5;4881627.0;2573942.25;4894695.5;2556740.0;0.08887336566849431;0.041971143671650335;0.9111266343315056;0.9561901049280447;0.9486569485449178;0.9604384764471737;747.0;1227.5;0.010486238598243491;0.9645412309817105;0.08887336566849431;1.0975422760346598;1.0411911064820842;1.054121831431092;7.383059574537121E-4;1648.2972968911126;774.2311298126392;874.0661670784735;0.04536260149266291;0.09657458934568997;0.9452082464623351;0.9557951002179602;0.011206733259163399;1.1068982432935393;1.0579679173798324;1.0462493475557253;3945312.5;2713616.17110393;0.4697157067920528;114823.6250498584;1.6511658140001148E7;109709.92110392997;770083.75;0.468868499631107;-1.0;3874741.9726673327;3967213.937461258;4123916.596133845;3681857.7725035446;-1.0;-1.0;7729347.630960445;0.991979054998166;0.9919790549981657;-1.0;-1648.2972968911126;
5343.0;4.0;5.0;4.0;60.0;20.0;1352.8264078575903;638.077873240395;714.7485346171952;34.399870021482556;6831265.25;6975952.25;2.619847885277134E-4;2.5278001910191E-4;2.4234611103695567E-4;2.3357553880224728E-4;2.9560182043345315E-4;105872.0;120688.0;1.5587606E7;2.012425E7;382867.25;148850.75;233735.25;334249.25;0.6088229304475442;2.3434646610760567E10;6951953.25;3103.75;658.9633102306702;6135772.122385329;1546120.75;8411939.5;4722483.5;8447605.75;4716486.5;0.061441422303563115;0.029080896712543845;0.9385585776964369;0.9700480744337214;0.9692792888482185;0.9683056147952087;366.0;582.0;0.006221065507328816;0.9788897539507013;0.0511539160457932;1.0539117111941012;1.0327317994654968;1.0316943852047913;3.517987492490876E-4;1148.0886666943184;541.5106997326059;606.5779669617126;0.03952240326848777;0.08379377045639047;0.9522021984077365;0.9621971374101855;0.009747754319800404;1.0914573245132055;1.0501971132519863;1.0392880638697006;1.0453125E7;7014276.030265128;0.47166278654398086;112144.64357495368;1.6695524019366506E7;115213.53026512793;772975.25;0.33106650261388304;-1.0;1.0039499378733888E7;1.0475782657705525E7;1.06356253164101E7;9823095.415355507;-1.0;-1.0;1.9426553534051716E7;1.1783292067090703;1.1783292067090703;-1.0;-1148.0886666943184;
5343.0;4.0;5.0;4.0;61.0;20.0;1349.3397625700652;636.849970279594;712.4897922904712;35.12007599535584;6851313.0;7000868.75;2.684122485370453E-4;2.59981155855513E-4;2.482510652874126E-4;2.401973776903943E-4;3.0556864444502267E-4;106452.75;119255.0;1.559296025E7;2.01385E7;398373.25;147911.75;233849.5;322355.75;0.6167032696837824;2.3702440655183098E10;6970568.0;3096.0;650.7435656709868;6044106.237952125;1596398.5;8481040.75;4747516.5;8508828.5;4737502.5;0.0522643474810271;0.02473976676841199;0.9477356525189728;0.9746326509321157;0.9684115672690597;0.9786496615190241;362.0;606.25;0.006399060104166798;0.9783996414654444;0.0522643474810271;1.0551465457083042;1.0218161200279134;1.0326188098103994;3.3407598221882345E-4;1149.9310311874378;542.7347235661678;607.1963076212702;0.03767355566007646;0.07982166761697418;0.95452084990112;0.9640211971046502;0.009265962380301222;1.0867458674127402;1.0476460520517612;1.0373215889893386;1.0453125E7;7010016.648197909;0.47197154337658914;113302.4026788718;1.6670745381389908E7;110954.14819790924;754816.25;0.33053347471071814;-1.0;1.0065282747550897E7;1.0475641993911494E7;1.0632060589805232E7;9854310.721336238;-1.0;-1.0;1.933136170954144E7;1.1734092967094858;1.1734092967094856;-1.0;-1149.9310311874378;
5343.0;4.0;5.0;5.0;17.0;25.0;2109.580107170276;992.458305696379;1117.1218014738968;334.4654763055475;2991330.6;3388993.0;0.002004297575484298;0.0018885052914223142;0.0018738557541470922;0.0017618910102474177;0.0020437970132749462;96496.4;102226.4;1.54865028E7;1.80312E7;377139.8;149042.4;185808.2;333160.6;0.6192696566782641;6.535870494377464E9;3093557.0;3052.6;1124.4046250095828;1.3729430233217008E7;1087635.6;4004823.2;2188182.0;4063485.4;2143962.0;0.25206080472907066;0.12037579448464213;0.7479391952709293;0.8631508845142388;0.847376948292536;0.8826522798124571;2163.4;5154.8;0.03257940403946358;0.8849133568826134;0.25206080472907066;1.3370070806862389;1.1329489798774173;1.1801123478931064;0.0016088757107090845;2209.056271894572;1039.2571665520952;1169.7991053424767;0.08998644045068394;0.19127615094784745;0.8915504976371524;0.9070981971245458;0.02269709578156362;1.2365160260477401;1.1216414579435128;1.1024164783591768;2605468.75;1840217.6960000074;0.47045300736535256;115878.46316136072;1.6838056313291725E7;120608.32100000746;749031.8;0.5168100823626625;-1.0;2448538.3257010817;2625581.478016703;2795604.148896824;2218989.4436178906;-1.0;-1.0;5911594.552270382;0.9549689313079465;0.9549689313079466;-1.0;-2209.056271894572;
5343.0;4.0;5.0;5.0;32.0;25.0;1868.3920484594223;879.5714025411864;988.8206459182359;138.2642336220574;4909003.6;5209802.8;6.911792773013517E-4;6.540504099389092E-4;6.489800178182913E-4;6.132697332603677E-4;7.464615676592483E-4;102869.4;109302.6;1.56677598E7;1.89856E7;371993.8;146808.4;184764.6;343715.4;0.6353655440437208;1.2310995305509861E10;5018306.199999999;3087.0;933.4571780297139;1.1526329234310906E7;1512058.0;6393274.8;3728192.6;6463596.0;3702541.4;0.13584141555826024;0.06446123882437038;0.8641585844417398;0.9310972014207447;0.9171001140698937;0.9422729003999238;863.0;2205.0;0.01715880907690981;0.9412044205229132;0.13584141555826024;1.1571950079579618;1.0612636737993584;1.0903934964768616;7.383059574537121E-4;1921.6759668897203;904.6555442261563;1017.0204226635639;0.06449818375116234;0.13700751674347844;0.9228922817485208;0.9350955689232632;0.015920459305368687;1.1587586443702007;1.083550073802102;1.0694094092986373;4710937.5;3232738.233871589;0.47076383314007075;114654.28613438565;1.6890898583481256E7;123519.48387158904;768609.2;0.4508520616532866;-1.0;4454718.677594228;4732389.899296065;4903249.555552221;4210026.3943084;-1.0;-1.0;9596226.635169176;0.9722721627639757;0.9722721627639757;-1.0;-1921.6759668897203;
5343.0;4.0;5.0;6.0;15.0;30.0;2373.584130035053;1114.5028414614499;1259.081288573603;701.3049057568064;3551962.0;4299317.166666667;0.002665359890454452;0.0024935883233739367;0.002520948074457501;0.0023542718892390685;0.0025252028685837026;99060.5;106663.16666666667;1.5520424833333334E7;1.8217666666666668E7;371774.8333333333;151729.83333333334;173531.16666666666;353697.8333333333;0.6342456003869821;6.627869900848461E9;3658625.1666666665;3032.1666666666665;1348.8970241038146;2.0450402966267247E7;1396604.5;4756081.166666667;2759495.3333333335;4903143.166666667;2679372.5;0.38622200331019463;0.1857173960374483;0.6137779966898054;0.7719251336898396;0.7428633489257164;0.8262327083135999;3279.3333333333335;10771.833333333334;0.05771606614072011;0.7907856414161061;0.38622200331019463;1.6292535825545171;1.2103127725856697;1.3461426000436538;0.0015665300849776603;2386.9208161039833;1120.7650060636722;1266.1558100403113;0.1384626701943248;0.2948873563611232;0.8273448185462178;0.8522596961178495;0.03719727612106617;1.4182131167571994;1.2086858799178388;1.1733512737433511;3945312.5;2732920.77108406;0.46954427583107866;126041.25860210434;1.6771085918739805E7;129014.52108406002;763472.8333333334;0.47526351170194125;-1.0;3305439.2834503776;3963736.9020888647;4149951.7762453225;2962901.690243816;-1.0;-1.0;9986630.188596316;0.9944125980305041;0.994412598030504;-1.0;-2386.9208161039833;
5343.0;4.0;5.0;6.0;16.0;30.0;2372.535494891606;1115.8121814486824;1256.7233134429237;730.4369563506576;3560426.6666666665;4323713.166666667;0.0027808908559800696;0.0026126884108422406;0.0026306450244576304;0.0024668646508576473;0.0026234064313025098;98616.33333333333;106651.0;1.5533735E7;1.8222666666666668E7;368248.3333333333;151296.0;173165.16666666666;351398.3333333333;0.611697057704049;6.64147571425013E9;3667077.6666666665;3032.3333333333335;1354.965581412574;2.0543536490183644E7;1400129.6666666667;4762496.5;2777362.0;4926437.0;2701481.1666666665;0.3956329302454333;0.1905449897691242;0.6043670697545667;0.7646008890416575;0.7339018086300327;0.8234985425131092;3431.8333333333335;11340.0;0.060000567089487644;0.7815618121234028;0.3956329302454333;1.6546235724029432;1.214331232388406;1.3625801002816578;0.0015667686994013702;2388.3988296086663;1123.2727661918002;1265.1260634168664;0.1389708746511783;0.29549178468187987;0.8269405137364909;0.8519454587305605;0.037291394528734756;1.4194298636367935;1.209276826311905;1.1737840606487273;3945312.5;2731884.578248671;0.47030368306445947;125979.6777357616;1.6769402762690298E7;127978.32824867073;750751.0;0.4749225712730801;-1.0;3302917.6884236606;3963562.314967933;4148878.634890128;2960684.14798454;-1.0;-1.0;9992603.776695509;0.9933581717925815;0.9933581717925815;-1.0;-2388.3988296086663;
5343.0;4.0;5.0;6.0;17.0;30.0;2366.3177502948784;1110.335467074528;1255.9822832203506;716.090828122425;3603574.0;4343790.166666667;0.0027586241194970636;0.002578065591819667;0.002610440060764732;0.0024354390523022096;0.0026017892613374597;97490.66666666667;105920.5;1.5593978E7;1.8285166666666668E7;371800.1666666667;152333.16666666666;172690.0;354073.3333333333;0.629923497521116;6.694572756936097E9;3709494.5;3042.8333333333335;1338.379751616971;2.0362332604392532E7;1383695.1666666667;4800379.833333333;2813524.8333333335;4975708.5;2751396.0;0.39207211920106816;0.18851939976338006;0.6079278807989318;0.7676846498752902;0.7327860725267573;0.8296116746633905;3345.0;11330.166666666666;0.06028655348627787;0.7816236071245174;0.39207211920106816;1.6449319591755054;1.2053832299379628;1.364654757358923;0.0016088757107090845;2378.9849799939475;1116.2792480408432;1262.7057319531045;0.14118188624954442;0.30088312348756596;0.8233834266990449;0.8490781497937151;0.03812104202810725;1.4303759980570498;1.2145010059396184;1.17774789074828;3945312.5;2734425.01363585;0.4692250087445626;123607.21217402491;1.682945307457801E7;130518.76363585026;747127.1666666666;0.47591874406511414;-1.0;3285308.038715175;3963942.1862221966;4149995.590940265;2942036.798332119;-1.0;-1.0;1.007082645118905E7;0.9946753637347044;0.9946753637347043;-1.0;-2378.9849799939475;
5343.0;4.0;5.0;6.0;30.0;30.0;2066.7097498152916;968.1542697684065;1098.5554800468854;229.05483102208908;5838712.5;6359001.833333333;7.547820599118126E-4;7.182475796786692E-4;7.164026226312445E-4;6.809507466886925E-4;7.619464351443174E-4;104715.5;118372.83333333333;1.6063938333333334E7;1.9514166666666668E7;383419.5;149434.83333333334;171372.33333333334;367723.1666666667;0.6157830053573149;1.2337530889633802E10;5957085.333333333;3079.5;1110.9489835031045;1.7105836973489054E7;2003371.1666666667;7735226.333333333;4688697.166666667;7881784.333333333;4644865.0;0.22778932256935366;0.10826440015499436;0.7722106774306463;0.8785913670220051;0.8861053387153233;0.8714660026201834;1007.0;3312.1666666666665;0.023893801546760574;0.912904573834853;0.1913239975129226;1.2365891864288132;1.1474916944474727;1.1285339973798165;7.06123740550201E-4;2060.1243568809386;965.0693294239454;1095.0550274569935;0.08701085024294519;0.18574123789159092;0.8949291776348075;0.9098583244993745;0.02195748546211772;1.2281108248815649;1.1174068574262852;1.0990722105556638;6242187.5;4252912.193221404;0.4684519777655926;119240.55508217226;1.723646717211252E7;133068.4432214041;766907.0;0.4183845067224795;-1.0;5631324.310900038;6263358.739764762;6446800.276270707;5278471.256086962;-1.0;-1.0;1.3329467689861346E7;1.003196599716108;1.0031965997161079;-1.0;-2060.1243568809386;
5343.0;4.0;5.0;6.0;31.0;30.0;2089.233882951588;981.4134654466369;1107.820417504951;230.95447294328306;5704726.0;6210969.333333333;7.515251054679037E-4;7.12277316645562E-4;7.132458528626383E-4;6.752428071531303E-4;7.959565218473515E-4;102748.33333333333;112753.66666666667;1.60840925E7;1.94255E7;366555.1666666667;147908.33333333334;172031.5;364029.8333333333;0.6053624195665898;1.2388390210460096E10;5817479.666666667;3083.3333333333335;1068.5123272933654;1.6472898379106052E7;1993654.8333333333;7587626.0;4587395.666666667;7732060.333333333;4542821.333333333;0.19049866433287665;0.09052980896740491;0.8095013356671233;0.900458739758563;0.8813432733237722;0.9184858614899115;1020.6666666666666;3337.1666666666665;0.02494521291154639;0.9136547219610527;0.19049866433287665;1.2353284126157538;1.088748386804628;1.1346316812843456;7.486319273024016E-4;2059.6405152254274;967.5120397559255;1092.1284754695018;0.09236428584083356;0.1966251761845098;0.8882875665656786;0.9044084979389272;0.02341349953016088;1.2447489893331143;1.1257615637537595;1.1056950507197998;6242187.5;4251252.876904286;0.46974801311384745;116890.83951968246;1.7222090441585332E7;131409.12690428636;745451.6666666666;0.41751474249777226;-1.0;5575079.8909995165;6262811.828349274;6443731.130616096;5219061.048790202;-1.0;-1.0;1.3504266143604109E7;1.0143682198458412;1.0143682198458412;-1.0;-2059.6405152254274;
5343.0;4.0;5.0;6.0;32.0;30.0;2109.17436883568;988.9575754994643;1120.2167933362157;231.49928664474905;5694231.166666667;6193977.5;7.541729221907115E-4;7.211080116350301E-4;7.157440382105646E-4;6.835943013214854E-4;8.026242704453319E-4;101710.83333333333;113139.83333333333;1.5759100833333334E7;1.9157333333333332E7;362532.3333333333;146622.83333333334;165390.83333333334;364381.1666666667;0.6163028226091617;1.241244006028169E10;5807371.0;3074.8333333333335;1075.7378667113535;1.6538573252464801E7;1980010.8333333333;7568970.333333333;4573110.833333333;7709094.666666667;4529473.666666667;0.18968248188471762;0.09000144696860078;0.8103175181152824;0.9010971537605342;0.8814222772457488;0.9193295189308657;1014.8333333333334;3344.0;0.024927732687281767;0.9133807349203693;0.18968248188471762;1.2340841431219458;1.087749255743414;1.134529981616508;7.383059574537121E-4;2081.4471731791555;975.9567441803291;1105.4904289988265;0.09174118603505144;0.19565870462541524;0.8888682116979288;0.9049050070517433;0.023285860235824553;1.2432533375453467;1.1250261701785753;1.1050883708314139;6242187.5;4252260.167035988;0.4688837443275944;115808.48959091223;1.693124525877004E7;132416.41703598754;767550.8333333334;0.41574496490818785;-1.0;5578485.967348138;6262869.386970486;6444089.010790535;5224551.844285216;-1.0;-1.0;1.3486286132387044E7;1.0133211142775123;1.0133211142775125;-1.0;-2081.4471731791555;
5343.0;4.0;5.0;6.0;60.0;30.0;1720.7455352968243;808.198999521333;912.5465357754913;95.92596124557095;1.0063741E7;1.0497206166666666E7;2.8745949509850457E-4;2.744140302441177E-4;2.733749216308671E-4;2.6078906894523064E-4;3.0666504703942E-4;104871.83333333333;126364.33333333333;1.5850557166666666E7;2.05545E7;367062.0;148472.33333333334;180002.16666666666;386688.1666666667;0.5847837818428641;2.3599527329802814E10;1.0190105333333334E7;3087.3333333333335;869.3054144912937;1.3419177915030604E7;2974446.1666666665;1.2978140833333334E7;8125625.166666667;1.31197505E7;8099455.833333333;0.13135347818039608;0.06218940631731296;0.8686465218196039;0.9336866028852356;0.934323260909802;0.9297066209972713;411.8333333333333;1432.3333333333333;0.013494678662242965;0.9525659422440181;0.10609812294553163;1.118691017066817;1.075608129936008;1.0702933790027287;3.517987492490876E-4;1513.6214993905296;710.9170742380502;802.7044251524793;0.0671148248203296;0.14289492467846365;0.9199110988316126;0.931725985706829;0.016557049124395415;1.1667180941903275;1.0870615663514758;1.073276924053349;1.3E7;8720086.923799044;0.46967955629878805;113840.38879029224;1.6933863152919296E7;140086.92379904346;760916.0;0.30264972352520103;-1.0;1.191545843595427E7;1.3022987390987117E7;1.3208391157073218E7;1.1452833917287879E7;-1.0;-1.0;2.5764925459803242E7;1.136840046200252;1.1368400462002521;-1.0;-1513.6214993905296;
5343.0;4.0;5.0;6.0;61.0;30.0;1691.5432464454975;794.3424170616113;897.2008293838862;97.75992298578198;1.0579336E7;1.1040340666666666E7;2.9053978643992943E-4;2.8148335801367184E-4;2.7635109331815906E-4;2.6755784699518517E-4;3.244132626254565E-4;109114.0;133184.66666666666;1.5784407333333334E7;2.05625E7;382726.5;147826.16666666666;178170.83333333334;375025.3333333333;0.5908385124307144;2.395676979671362E10;1.0712520666666666E7;3090.6666666666665;828.9543838862559;1.2810108412322273E7;3084223.3333333335;1.3598918833333334E7;8555404.333333334;1.3767886166666666E7;8538066.0;0.10958375356418014;0.05180532827896354;0.8904162464358198;0.9453642486885806;0.9292144484703597;0.9582462346572332;450.5;1458.8333333333333;0.014575874053974536;0.9503634780605973;0.10958375356418014;1.123070253943394;1.0435731066114777;1.0761778420968002;3.3407598221882345E-4;1518.676078167779;713.1646377947401;805.5114403730388;0.06401331142614086;0.13631562698873523;0.9237623412098881;0.9349638261720684;0.015734980449903797;1.1578303732803064;1.0825295158603894;1.0695600963453344;1.3E7;8715117.179832228;0.4695962806335531;118644.16098854394;1.686136668139777E7;135117.17983222796;755854.6666666666;0.30199162573171057;-1.0;1.1971078606501343E7;1.3023136036442235E7;1.3206303676425355E7;1.152620410659272E7;-1.0;-1.0;2.5560604785145264E7;1.1138275441108387;1.113827544110839;-1.0;-1518.676078167779;
5343.0;4.0;5.0;7.0;17.0;35.0;2553.7070059448274;1201.3059415738753;1352.401064370952;1852.1610015816366;4080554.0;5490206.571428572;0.0048379529508542326;0.0045143487080097616;0.004612079274435555;0.004296351718166379;0.003914300693267393;96470.71428571429;107478.57142857143;1.5678871E7;1.8504285714285713E7;371567.0;158104.42857142858;171087.42857142858;375583.85714285716;0.615187325009443;6.775156419106641E9;4188032.5714285714;3002.285714285714;1616.2717336183928;2.9115057217477836E7;1749846.857142857;5427774.857142857;3318987.285714286;5760707.0;3198856.4285714286;0.6065764051362473;0.29596555063678237;0.3934235948637526;0.5796149593184309;0.5293234751538218;0.7432574093741515;6948.857142857143;30042.285714285714;0.11946985020443435;0.5526676243957351;0.6065764051362473;2.5417895953757226;1.3454289017341041;1.8892039498331323;0.0016088757107090845;2605.7971002577638;1225.8099820333334;1379.9871182244303;0.17377820089738694;0.36941348057492673;0.7787068553523484;0.8097867831659786;0.048793521321294976;1.5858252106494972;1.2841802959953668;1.2348929629233454;4710937.5;3250643.4361781618;0.47041651167394316;135786.13742365842;1.6838252050412282E7;141424.68617816156;748354.5714285715;0.43214117094469195;-1.0;3643907.868569758;4728532.375987443;4933833.868632357;3178484.226543505;-1.0;-1.0;1.3256512001739722E7;0.98000991930347;0.9800099193034701;-1.0;-2605.7971002577638;
5343.0;4.0;5.0;7.0;32.0;35.0;2296.38900153722;1076.4705368841499;1219.91846465307;375.79112856697304;6646799.571428572;7481438.285714285;8.304001946630163E-4;7.873035254429866E-4;7.940608954474324E-4;7.521177671120909E-4;8.509557195729691E-4;103579.28571428571;120058.57142857143;1.5734240714285715E7;1.9253285714285713E7;360718.85714285716;148627.42857142858;157920.7142857143;388703.85714285716;0.5927959896360173;1.2533710365569416E10;6766858.142857144;3062.714285714286;1211.6633480600635;2.2265871873479746E7;2569832.0;8979932.0;5572340.428571428;9252938.0;5506076.285714285;0.2587626854766832;0.12329221527200618;0.7412373145233168;0.8593690880590747;0.8343285351980139;0.8884237842199614;1247.0;4953.571428571428;0.03557731004754372;0.8746949455877315;0.2587626854766832;1.3490956005676686;1.1255889562637078;1.1985686187308298;7.383059574537121E-4;2309.7531855749558;1082.7352204183812;1227.0179651565745;0.11441511286734807;0.24407691413340926;0.8601556667929158;0.8788212588135872;0.029679043906018852;1.3228859108775588;1.1625802614641751;1.1378878127618404;7007812.5;4769375.33189638;0.4687666315086653;121745.48169489713;1.687920509051044E7;144219.08189637915;760394.1428571428;0.40036632508368913;-1.0;5999675.262049884;7027794.162052217;7225078.870913317;5525513.343686466;-1.0;-1.0;1.6078749594557168E7;0.9942140207355492;0.9942140207355491;-1.0;-2309.7531855749558;
5343.0;4.0;5.0;8.0;15.0;40.0;2517.379418285799;1183.4655789817953;1333.913839304004;4543.634120141127;4769595.75;7915729.375;0.0071919320308809044;0.006584388230443754;0.0068920130858744;0.006299900572140358;0.004765755956846067;94039.875;115502.75;1.5755715875E7;1.8844875E7;384178.375;168686.25;176557.375;403173.875;0.6032483920751821;6.877131313484155E9;4885098.5;2933.875;1963.887806805391;4.0332609374338165E7;2320549.125;6212522.875;4047550.0;6949980.375;3845449.0;0.7933569099271945;0.3915357237741232;0.2066430900728055;0.3565181407153382;0.3429114054197714;0.6026136395779708;13917.375;70812.125;0.19269733518074694;0.2898921134729034;0.7933569099271945;4.839261741816168;1.6594380450803128;2.916205131106271;0.0015665300849776603;2786.576747245211;1310.0201104374642;1476.556636807747;0.20407755422797136;0.4340985017828741;0.7341413195799544;0.7708345561327504;0.059939220797611575;1.7670919818210458;1.362135563452768;1.2972952393532595;5476562.5;3768616.0827898784;0.47011808008968;162817.19053051245;1.689037438147263E7;154084.8327898783;754654.625;0.40896744683826264;-1.0;3945225.474710241;5493460.117253441;5728337.647108186;3336722.902612654;-1.0;-1.0;1.707783373928566E7;0.903394970468501;0.9033949704685009;-1.0;-2786.576747245211;
5343.0;4.0;5.0;8.0;16.0;40.0;2508.0526161193984;1180.1087570160498;1327.9438591033484;4754.1162329325025;4760545.25;7927817.625;0.0074845411347749064;0.006932289952238167;0.0071715751690144295;0.006631278967766412;0.004971870493404318;94648.0;116345.0;1.5786781875E7;1.884975E7;381151.875;168489.5;177141.5;400620.5;0.5985959213983861;6.883924313352114E9;4876890.25;2935.125;1964.9647140354327;4.0371919393982746E7;2339560.125;6210193.25;4037189.5;6926010.875;3811657.5;0.8011351509228367;0.3956394343589753;0.1988648490771633;0.3453586205788691;0.331124067146714;0.6005750376007871;14538.75;74812.75;0.19832535239184135;0.2739636693945456;0.8011351509228367;5.028540763440708;1.6650708694035297;3.020016058080494;0.0015667686994013702;2784.2358053188036;1310.060655959514;1474.17514935929;0.20428032530258444;0.4341513451627582;0.734103607226561;0.7708021718828145;0.05994887905600132;1.7672570067125735;1.3622055390491732;1.2973497435241148;5476562.5;3767814.3374980483;0.4705279105515662;164444.96677034354;1.691698781647086E7;153283.08749804838;748924.875;0.4089325675411842;-1.0;3944903.0253730896;5493279.305843006;5728512.567560255;3336365.1568679158;-1.0;-1.0;1.7078923800163757E7;0.900804670110267;0.9008046701102669;-1.0;-2784.2358053188036;
5343.0;4.0;5.0;8.0;17.0;40.0;2526.7356488975274;1190.9163442889671;1335.8193046085603;4544.927681151269;4707258.5;7804149.625;0.007255647997231019;0.006696055259555565;0.006952558345915962;0.006405705838609405;0.004839478300723758;93701.625;113684.0;1.5836875875E7;1.8862E7;380070.75;169190.125;177344.625;401486.375;0.6125184734699345;6.894785238510368E9;4820942.5;2944.0;1974.1945071145306;4.068420040261625E7;2312139.0;6147425.125;3999479.75;6874273.5;3789449.75;0.7923729552256152;0.39124452920562536;0.20762704477438476;0.35730429051408086;0.34418552846945794;0.6032416461484348;13855.0;70831.25;0.1920983013989308;0.29058514289109866;0.7923729552256152;4.816328244167984;1.6577104820013342;2.9054097784030954;0.0016088757107090845;2776.220662782509;1308.5051315530495;1467.7155312294597;0.20868297654367995;0.44275714132194366;0.7277373653383992;0.7657197296980036;0.061585013549589715;1.7945496912644043;1.3741221045246155;1.3059608642895952;5476562.5;3769131.4080428206;0.4713260545512908;162133.61877551072;1.695859371834209E7;154600.15804282046;742395.75;0.40818877537383047;-1.0;3904359.0975539065;5493399.34161929;5728442.829308127;3291921.0284109055;-1.0;-1.0;1.7340559472670674E7;0.9101350201626511;0.9101350201626511;-1.0;-2776.220662782509;
5343.0;4.0;5.0;8.0;30.0;40.0;2392.214047045687;1123.7469898592628;1268.4670571864244;572.6363972191438;7551911.125;8887323.75;9.510044098107625E-4;9.011628965308042E-4;9.143056513906275E-4;8.655090367323887E-4;8.407427596726643E-4;103685.5;123016.25;1.6263711125E7;1.9984375E7;374363.25;152638.875;154679.75;416350.5;0.5851142446350053;1.2608164016614826E10;7674927.375;3050.75;1497.6960445292514;3.1983673454933297E7;3234969.375;1.0341682625E7;6523058.375;1.084402E7;6444428.5;0.399593977330401;0.19236011692998775;0.6004060226695991;0.7618243960429669;0.8002030113347995;0.7503171247357294;1448.625;6985.0;0.04359896753667414;0.8257710730873691;0.33756307776944566;1.5095776917639265;1.332769794308256;1.2496828752642706;7.06123740550201E-4;2471.196370983444;1160.8490831634783;1310.3472878199657;0.13072532158226968;0.2782859072510935;0.8395145621156419;0.8596802548965095;0.03438134644474262;1.3855902358663135;1.191164567151667;1.1632231801350172;7773437.5;5287738.853224672;0.46975185654772694;127361.1800444536;1.739039942068865E7;157270.10322467255;757076.25;0.3902159060530131;-1.0;6447408.364074491;7793314.971123893;8007124.311251344;5850041.505460777;-1.0;-1.0;1.865787333465669E7;0.9680388313672034;0.9680388313672031;-1.0;-2471.196370983444;
5343.0;4.0;5.0;8.0;31.0;40.0;2426.5049281863094;1140.3035026750035;1286.2014255113058;575.8926804542472;7398418.875;8717633.875;9.480196171090223E-4;8.971946839270694E-4;9.112068448140779E-4;8.614803779554386E-4;9.313591339360401E-4;108864.625;129314.0;1.602074975E7;1.9670625E7;381468.75;152842.75;157970.75;430559.25;0.5804043422888117;1.2415624407225351E10;7527732.875;3044.0;1343.5996069949347;2.8629420425848067E7;3193316.25;1.0155194125E7;6360902.75;1.0598178E7;6257038.625;0.335563431567704;0.16094073815345208;0.6644365684322959;0.8081890690303996;0.7828939489569678;0.8486929415120783;1467.0;6966.875;0.0477727901155367;0.8282403855068249;0.335563431567704;1.505034562380347;1.1782824518586719;1.2773122098239202;7.486319273024016E-4;2479.7919294484745;1165.3450154617556;1314.4469139867192;0.13868706487899374;0.29511866412330534;0.8287735910204974;0.8505113380950641;0.03686496564185919;1.4186785053065027;1.206602153874939;1.175763279346462;7773437.5;5293827.47428356;0.46993661106112944;133542.38184900905;1.7166547035566706E7;163358.72428356047;772665.0;0.38872898653337534;-1.0;6359311.438705228;7793172.677223157;8016921.653392966;5728752.038906815;-1.0;-1.0;1.913849544044359E7;0.9785115030703335;0.9785115030703335;-1.0;-2479.7919294484745;
